1567365951,mars,63.4
1567366011,mars,61.658
1567366071,mars,64.385
1567366132,mars,61.648
1567366192,mars,66.158
1567366252,mars,69.854
1567366313,mars,65.083
1567366373,mars,57.473
1567366434,mars,65.45
1567366494,mars,59.262
1567366554,mars,67.437
1567366615,mars,65.642
1567366675,mars,64.74
1567366735,mars,57.848
1567366796,mars,65.803
1567366856,mars,72.853
1567366916,mars,66.586
1567366977,mars,67.161
1567367037,mars,55.511
1567367097,mars,66.101
1567367158,mars,69.872
1567367218,mars,78.706
1567367278,mars,69.293
1567367339,mars,63.979
1567367399,mars,68.246
1567367460,mars,66.673
1567367520,mars,76.19
1567367580,mars,66.641
1567367641,mars,65.307
1567367701,mars,63.279
1567367761,mars,64.835
1567367822,mars,69.107
1567367882,mars,59.915
1567367942,mars,70.434
1567368003,mars,55.858
1567368063,mars,55.761
1567368123,mars,64.508
1567368184,mars,62.484
1567368244,mars,71.378
1567368304,mars,72.462
1567368365,mars,63.536
1567368425,mars,65.027
1567368485,mars,72.797
1567368546,mars,72.765
1567368606,mars,72.666
1567368666,mars,61.392
1567368727,mars,63.786
1567368787,mars,58.523
1567368847,mars,61.673
1567368908,mars,68.477
1567368968,mars,56.105
1567369028,mars,62.64
1567369089,mars,59.703
1567369149,mars,56.737
1567369210,mars,65.877
1567369270,mars,72.927
1567369330,mars,58.785
1567369391,mars,60.652
1567369451,mars,65.072
1567369511,mars,59.479
1567369572,mars,66.662
1567369632,mars,63.247
1567369692,mars,64.824
1567369753,mars,53.541
1567369813,mars,68.457
1567369873,mars,66.279
1567369934,mars,60.715
1567369994,mars,74.276
1567370054,mars,62.718
1567370115,mars,71.629
1567370175,mars,64.537
1567370235,mars,65.323
1567370296,mars,63.422
1567370356,mars,67.949
1567370416,mars,78.334
1567370477,mars,58.4
1567370537,mars,65.144
1567370597,mars,58.702
1567370658,mars,64.229
1567370718,mars,60.862
1567370779,mars,62.779
1567370839,mars,73.193
1567370899,mars,54.595
1567370960,mars,63.149
1567371020,mars,56.156
1567371080,mars,69.286
1567371141,mars,68.684
1567371201,mars,53.157
1567371261,mars,61.646
1567371322,mars,77.68
1567371382,mars,68.735
1567371442,mars,70.634
1567371503,mars,65.04
1567371563,mars,73.933
1567371623,mars,68.919
1567371684,mars,67.471
1567371744,mars,72.072
1567371804,mars,72.7
1567371865,mars,66.103
1567371925,mars,60.335
1567371985,mars,70.678
1567372046,mars,70.145
1567372106,mars,62.459
1567372167,mars,67.782
1567372227,mars,60.375
1567372287,mars,57.491
1567372348,mars,65.66
1567372408,mars,69.089
1567372468,mars,62.493
1567372529,mars,68.681
1567372589,mars,56.126
1567372649,mars,60.311
1567372710,mars,65.935
1567372770,mars,67.743
1567372830,mars,57.582
1567372891,mars,69.29
1567372951,mars,61.157
1567373011,mars,62.069
1567373072,mars,58.671
1567373132,mars,66.417
1567373192,mars,72.342
1567373253,mars,62.624
1567373313,mars,63.953
1567373373,mars,62.171
1567373434,mars,72.724
1567373494,mars,62.033
1567373554,mars,62.156
1567373615,mars,67.185
1567373675,mars,58.578
1567373736,mars,79.419
1567373796,mars,63.419
1567373856,mars,68.365
1567373917,mars,63.438
1567373977,mars,68.728
1567374037,mars,72.514
1567374098,mars,69.795
1567374158,mars,62.616
1567374218,mars,56.462
1567374279,mars,62.915
1567374339,mars,69.474
1567374399,mars,85.936
1567374460,mars,66.702
1567374520,mars,68.842
1567374580,mars,74.11
1567374641,mars,74.52
1567374701,mars,64.598
1567374761,mars,76.455
1567374822,mars,57.515
1567374882,mars,63.712
1567374942,mars,59.404
1567375003,mars,66.958
1567375063,mars,66.622
1567375123,mars,71.157
1567375184,mars,71.628
1567375244,mars,60.822
1567375305,mars,55.684
1567375365,mars,66.27
1567375425,mars,59.798
1567375486,mars,71.192
1567375546,mars,65.147
1567375606,mars,78.504
1567375667,mars,57.283
1567375727,mars,60.64
1567375787,mars,67.617
1567375848,mars,80.013
1567375908,mars,61.131
1567375968,mars,66.036
1567376029,mars,63.157
1567376089,mars,70.804
1567376149,mars,65.503
1567376210,mars,63.461
1567376270,mars,60.421
1567376330,mars,63.041
1567376391,mars,68.945
1567376451,mars,56.181
1567376511,mars,70.243
1567376572,mars,75.318
1567376632,mars,70.1
1567376692,mars,64.985
1567376753,mars,71.473
1567376813,mars,67.735
1567376874,mars,61.801
1567376934,mars,65.193
1567376994,mars,59.916
1567377055,mars,60.918
1567377115,mars,74.029
1567377175,mars,57.316
1567377236,mars,62.905
1567377296,mars,63.656
1567377356,mars,67.318
1567377417,mars,73.188
1567377477,mars,66.243
1567377537,mars,77.587
1567377598,mars,73.716
1567377658,mars,65.179
1567377718,mars,65.994
1567377779,mars,67.067
1567377839,mars,75.155
1567377899,mars,61.831
1567377960,mars,65.976
1567378020,mars,74.535
1567378080,mars,63.484
1567378141,mars,56.924
1567378201,mars,68.935
1567378262,mars,51.62
1567378322,mars,56.469
1567378382,mars,63.721
1567378443,mars,58.562
1567378503,mars,48.197
1567378563,mars,66.488
1567378624,mars,61.349
1567378684,mars,64.535
1567378744,mars,68.327
1567378805,mars,65.655
1567378865,mars,69.26
1567378925,mars,67.67
1567378986,mars,67.499
1567379046,mars,74.669
1567379106,mars,70.069
1567379167,mars,64.676
1567379227,mars,69.41
1567379287,mars,65.94
1567379348,mars,61.179
1567379408,mars,59.853
1567379468,mars,66.479
1567379529,mars,67.94
1567379589,mars,70.992
1567379649,mars,57.283
1567379710,mars,46.498
1567379770,mars,59.437
1567379830,mars,67.08
1567379891,mars,63.115
1567379951,mars,60.099
1567380012,mars,79.232
1567380072,mars,65.53
1567380132,mars,66.46
1567380193,mars,71.275
1567380253,mars,59.803
1567380313,mars,60.185
1567380374,mars,64.914
1567380434,mars,59.193
1567380494,mars,67.637
1567380555,mars,64.158
1567380615,mars,67.253
1567380675,mars,64.364
1567380736,mars,63.777
1567380796,mars,64.607
1567380856,mars,70.819
1567380917,mars,79.974
1567380977,mars,64.42
1567381037,mars,63.035
1567381098,mars,66.498
1567381158,mars,60.966
1567381218,mars,75.804
1567381279,mars,78.062
1567381339,mars,57.464
1567381400,mars,68.881
1567381460,mars,65.842
1567381520,mars,72.341
1567381581,mars,65.852
1567381641,mars,65.849
1567381701,mars,68.414
1567381762,mars,69.421
1567381822,mars,72.169
1567381882,mars,69.815
1567381943,mars,63.035
1567382003,mars,56.067
1567382063,mars,67.329
1567382124,mars,62.587
1567382184,mars,62.836
1567382244,mars,69.824
1567382305,mars,62.796
1567382365,mars,69.899
1567382425,mars,63.204
1567382486,mars,63.577
1567382546,mars,70.807
1567382606,mars,52.179
1567382667,mars,70.587
1567382727,mars,66.68
